user,ROI,sen2,cloud_per,cloud_coverage,label_type,difficulty,proj_centroid
JHOMIRA,ROI_1162,20200102T144719_20200102T144721_T19NHF,0.0,cloud-free,high,NA,POINT (-65.82941 4.974726)
ANDREA,ROI_11620,20190819T002101_20190819T002057_T55KFS,0.0,cloud-free,scribble,NA,POINT (148.6981 -21.05736)
CESAR,ROI_11621,20190819T002101_20190819T002057_T55KGS,0.0,cloud-free,nolabel,1,POINT (149.1751 -21.14683)
ANGIE,ROI_11622,20190401T002101_20190401T002055_T55KGR,0.0,cloud-free,high,NA,POINT (149.4509 -21.98898)
CESAR,ROI_11623,20200716T001109_20200716T001110_T56KKA,0.0,cloud-free,nolabel,1,POINT (150.5614 -22.32439)
CESAR,ROI_11624,20190622T001119_20190622T001117_T56KKV,0.0,cloud-free,nolabel,1,POINT (150.7477 -22.86847)
CESAR,ROI_11625,20190319T001111_20190319T001225_T56KKU,0.0,cloud-free,nolabel,1,POINT (150.375 -24.06841)
CESAR,ROI_11626,20200512T001111_20200512T001114_T55KHP,0.0,cloud-free,nolabel,1,POINT (150.7626 -23.84478)
ANDREA,ROI_11627,20200601T001121_20200601T001115_T56KLB,0.0,cloud-free,scribble,NA,POINT (151.5489 -21.30797)
CESAR,ROI_11628,20190818T000249_20190818T000246_T56KLU,0.0,cloud-free,nolabel,1,POINT (151.8489 -24.13881)
CESAR,ROI_11629,20200304T002709_20200304T003157_T55KCV,0.0,cloud-free,nolabel,1,POINT (145.797 -18.45958)
JHOMIRA,ROI_1163,20190225T151659_20190225T151702_T18NXG,0.0,cloud-free,high,NA,POINT (-73.62084 1.242058)
CESAR,ROI_11630,20190316T004709_20190316T004704_T54KXC,0.0,cloud-free,nolabel,1,POINT (142.4581 -20.47926)
CESAR,ROI_11631,20191231T035149_20191231T035143_T47RPL,0.0,cloud-free,nolabel,1,POINT (100.4083 27.51804)
CESAR,ROI_11632,20190125T035039_20190125T035036_T47RPL,0.0,cloud-free,nolabel,1,POINT (100.848 27.37643)
CESAR,ROI_11633,20191231T035149_20191231T035143_T47RPK,0.0,cloud-free,nolabel,1,POINT (100.3189 26.80994)
CESAR,ROI_11634,20191121T035039_20191121T035041_T47RPK,0.0,cloud-free,nolabel,1,POINT (100.9076 26.78012)
CESAR,ROI_11635,20191109T040001_20191109T040459_T47RPM,0.0,cloud-free,nolabel,1,POINT (100.8257 28.36756)
JOSELYN,ROI_11637,20190425T034539_20190425T035656_T48RUT,0.0,cloud-free,high,NA,POINT (103.2777 29.53768)
CESAR,ROI_11638,20191226T035151_20191226T035837_T48RTV,0.0,cloud-free,nolabel,1,POINT (101.9362 30.82707)
JHOMIRA,ROI_1164,20200104T152639_20200104T153054_T18NWG,0.0,cloud-free,high,NA,POINT (-74.50863 1.242103)
JOSELYN,ROI_11640,20181224T040151_20181224T040854_T47RMP,0.0,cloud-free,high,NA,POINT (98.88043 30.23828)
CESAR,ROI_11641,20191207T041139_20191207T041720_T47RMN,0.0,cloud-free,nolabel,1,POINT (98.14998 29.54522)
ANGIE,ROI_11643,20181217T041141_20181217T041902_T47RKQ,0.0,cloud-free,high,NA,POINT (96.67431 30.93886)
CESAR,ROI_11645,20200719T031539_20200719T032500_T50TKK,0.0,cloud-free,nolabel,1,POINT (113.8982 40.09123)
CESAR,ROI_11646,20190824T031549_20190824T032228_T50TLL,0.0,cloud-free,nolabel,1,POINT (115.0907 40.98552)
CESAR,ROI_11647,20200721T030551_20200721T031231_T50TMR,0.0,cloud-free,nolabel,1,POINT (116.5664 45.62131)
CESAR,ROI_11648,20200713T025549_20200713T025639_T51UWU,0.0,cloud-free,nolabel,1,POINT (123.9598 52.68673)
JOSELYN,ROI_11649,20190619T025549_20190619T025740_T51UXV,0.0,cloud-free,high,NA,POINT (125.4653 53.77488)
CESAR,ROI_11650,20190718T023551_20190718T023554_T52VFH,0.0,cloud-free,nolabel,1,POINT (131.353 56.35363)
ANGIE,ROI_11651,20181230T024111_20181230T024113_T52VFJ,0.0,cloud-free,high,NA,POINT (131.2489 57.29268)
ANDREA,ROI_11652,20200225T022659_20200225T022654_T53VLC,0.0,cloud-free,scribble,NA,POINT (133.0673 56.29404)
CESAR,ROI_11653,20200204T020901_20200204T020855_T55VCL,0.0,cloud-free,nolabel,1,POINT (143.7252 63.44139)
CESAR,ROI_11654,20190406T022551_20190406T022550_T54WWT,0.0,cloud-free,nolabel,1,POINT (141.437 65.23759)
CESAR,ROI_11655,20190903T022551_20190903T022755_T54WWV,0.0,cloud-free,nolabel,1,POINT (141.601 67.13069)
ANGIE,ROI_11656,20190218T023741_20190218T023744_T53WPS,0.0,cloud-free,high,NA,POINT (138.9031 68.88958)
CESAR,ROI_11657,20200711T030551_20200711T030546_T53WPU,0.0,cloud-free,nolabel,1,POINT (138.9626 70.72297)
CESAR,ROI_11658,20190223T023719_20190223T023713_T54WWE,0.0,cloud-free,nolabel,1,POINT (141.8545 71.66209)
JHOMIRA,ROI_1166,20190730T151711_20190730T151807_T18MWC,0.0,cloud-free,high,NA,POINT (-74.61742 -2.381864)
CESAR,ROI_11660,20191018T022709_20191018T022705_T55WDV,0.0,cloud-free,nolabel,1,POINT (145.0591 71.6174)
ANDREA,ROI_11665,20190220T063911_20190220T063910_T43VDL,0.0,cloud-free,scribble,NA,POINT (73.54016 63.3296)
ANDREA,ROI_11666,20190220T063911_20190220T063910_T43VDL,0.0,cloud-free,scribble,NA,POINT (74.47939 63.6576)
ANDREA,ROI_11667,20190730T063631_20190730T063630_T43WDM,0.0,cloud-free,scribble,NA,POINT (74.61343 64.43266)
CESAR,ROI_11668,20200612T064629_20200612T065010_T43WDN,0.0,cloud-free,nolabel,1,POINT (74.36018 65.34194)
CESAR,ROI_11669,20190922T070619_20190922T070620_T42WXU,0.0,cloud-free,nolabel,1,POINT (72.0795 65.99779)
JHOMIRA,ROI_1167,20190225T151659_20190225T151702_T18MWE,0.0,cloud-free,high,NA,POINT (-74.50864 -0.4611696)
ANGIE,ROI_11670,20190306T070749_20190306T070745_T43WDQ,0.0,cloud-free,high,NA,POINT (74.39001 67.17542)
CESAR,ROI_11671,20200430T063619_20200430T063621_T43WDP,0.0,cloud-free,nolabel,1,POINT (74.36002 66.32574)
CESAR,ROI_11672,20190821T071621_20190821T071619_T42WXA,0.0,cloud-free,nolabel,1,POINT (72.09437 68.15921)
CESAR,ROI_11678,20200702T073621_20200702T073617_T41WPQ,0.0,cloud-free,nolabel,1,POINT (66.26619 67.13074)
CESAR,ROI_11679,20200425T072609_20200425T072610_T41WPP,0.0,cloud-free,nolabel,1,POINT (66.20654 66.23633)
JHOMIRA,ROI_1168,20200716T141741_20200716T141740_T20LPQ,0.0,cloud-free,high,NA,POINT (-61.52604 -9.548102)
ANGIE,ROI_11682,20190605T072621_20190605T072617_T41WNP,0.0,cloud-free,high,NA,POINT (63.85128 66.31082)
CESAR,ROI_11683,20200702T073621_20200702T073617_T41WNQ,0.0,cloud-free,nolabel,1,POINT (64.49235 67.05612)
CESAR,ROI_11685,20200401T074609_20200401T074608_T41WNS,0.0,cloud-free,nolabel,1,POINT (64.68622 69.00876)
ANDREA,ROI_11689,20190904T074619_20190904T074929_T40WFV,0.0,cloud-free,scribble,NA,POINT (60.05024 66.98156)
JHOMIRA,ROI_1169,20190714T141059_20190714T141055_T21LUL,0.0,cloud-free,high,NA,POINT (-58.2101 -8.696537)
CESAR,ROI_11690,20190813T075611_20190813T075612_T40WEA,0.0,cloud-free,nolabel,1,POINT (58.55981 67.99522)
CESAR,ROI_11693,20190905T080611_20190905T080606_T40WDT,0.0,cloud-free,nolabel,1,POINT (56.21954 65.26743)
CESAR,ROI_11695,20190905T080611_20190905T080606_T40WDU,0.0,cloud-free,nolabel,1,POINT (56.45804 66.01273)
ANDREA,ROI_11696,20190813T075611_20190813T075612_T39WXP,0.0,cloud-free,scribble,NA,POINT (54.05808 66.25118)
CESAR,ROI_11697,20200525T081611_20200525T081746_T39WWP,0.0,cloud-free,nolabel,1,POINT (52.3736 66.25118)
CESAR,ROI_11698,20190905T080611_20190905T080606_T39WXN,0.0,cloud-free,nolabel,1,POINT (54.10282 65.29718)
JHOMIRA,ROI_1170,20190808T141051_20190808T141050_T21MXR,0.0,cloud-free,high,NA,POINT (-55.65517 -4.329715)
CESAR,ROI_11700,20190727T142049_20190727T142045_T20KNA,0.0,cloud-free,nolabel,1,POINT (-62.30184 -22.41342)
ANGIE,ROI_11701,20181226T141039_20181226T141042_T20KPA,0.0,cloud-free,high,NA,POINT (-61.19882 -22.27178)
CESAR,ROI_11702,20191206T141041_20191206T141044_T20KPC,0.0,cloud-free,nolabel,1,POINT (-61.69443 -20.7216)
CESAR,ROI_11703,20190927T141051_20190927T141047_T20KPC,0.0,cloud-free,nolabel,1,POINT (-61.26211 -20.129)
CESAR,ROI_11704,20200529T141049_20200529T141047_T20KRB,0.0,cloud-free,nolabel,1,POINT (-59.42131 -20.98989)
CESAR,ROI_11706,20200302T140051_20200302T140048_T20KRV,0.0,cloud-free,nolabel,1,POINT (-59.23489 -22.86059)
CESAR,ROI_11707,20200703T141051_20200703T141051_T21KTP,0.0,cloud-free,nolabel,1,POINT (-59.65604 -23.77363)
ANDREA,ROI_11708,20181226T141039_20181226T141042_T20JQT,0.0,cloud-free,scribble,NA,POINT (-60.73299 -25.1598)
JOSELYN,ROI_11709,20190224T141049_20190224T141805_T20JQT,0.0,cloud-free,high,NA,POINT (-60.31194 -24.69402)
CESAR,ROI_11711,20200414T141051_20200414T141045_T20JQS,0.0,cloud-free,nolabel,1,POINT (-60.19258 -25.59207)
ANDREA,ROI_11712,20200411T140051_20200411T140833_T20JQS,0.0,cloud-free,scribble,NA,POINT (-60.22621 -25.96466)
CESAR,ROI_11713,20200312T140051_20200312T140048_T20JQR,0.0,cloud-free,nolabel,1,POINT (-60.11073 -26.65794)
CESAR,ROI_11714,20200419T141039_20200419T141041_T20JQR,0.0,cloud-free,nolabel,1,POINT (-60.75159 -26.96717)
CESAR,ROI_11715,20190211T140049_20190211T140729_T21JUM,0.0,cloud-free,nolabel,1,POINT (-58.39651 -26.0952)
CESAR,ROI_11717,20190623T135121_20190623T135116_T21JVN,0.0,cloud-free,nolabel,1,POINT (-57.64001 -25.0741)
ANGIE,ROI_11718,20181220T135109_20181220T135639_T21JVN,0.0,cloud-free,high,NA,POINT (-57.17785 -25.0145)
CESAR,ROI_11719,20200518T135121_20200518T135118_T21JVM,0.0,cloud-free,nolabel,1,POINT (-57.17789 -25.7188)
ANGIE,ROI_11720,20190218T135109_20190218T135621_T21JVM,0.0,cloud-free,high,NA,POINT (-57.06244 -26.06908)
ANDREA,ROI_11721,20200213T134639_20200213T135608_T21JVM,0.0,cloud-free,scribble,NA,POINT (-57.24498 -25.96097)
CESAR,ROI_11722,20190218T135109_20190218T135621_T21JVM,0.0,cloud-free,nolabel,1,POINT (-57.68841 -25.70762)
CESAR,ROI_11723,20190109T135109_20190109T135111_T21JVM,0.0,cloud-free,nolabel,1,POINT (-57.74435 -26.12496)
ANDREA,ROI_11724,20200408T135111_20200408T135110_T21JXM,0.0,cloud-free,scribble,NA,POINT (-55.66123 -25.73741)
CESAR,ROI_11725,20191112T134209_20191112T134209_T21JXM,0.0,cloud-free,nolabel,1,POINT (-55.14316 -25.57347)
ANDREA,ROI_11726,20200428T135121_20200428T135115_T21JXN,0.0,cloud-free,scribble,NA,POINT (-55.22146 -25.10021)
CESAR,ROI_11727,20190131T134211_20190131T134207_T21JYN,0.0,cloud-free,nolabel,1,POINT (-54.3346 -25.13367)
JHOMIRA,ROI_1173,20190813T141049_20190813T141052_T21MVS,0.0,cloud-free,high,NA,POINT (-57.57593 -3.405603)
CESAR,ROI_11730,20200311T134209_20200311T134208_T21JYN,0.0,cloud-free,nolabel,1,POINT (-54.13712 -24.56734)
CESAR,ROI_11731,20200126T134201_20200126T134204_T21JYM,0.0,cloud-free,nolabel,1,POINT (-54.17428 -25.69269)
CESAR,ROI_11732,20191112T134209_20191112T134936_T21JYM,0.0,cloud-free,nolabel,1,POINT (-54.35695 -26.07278)
CESAR,ROI_11734,20191028T142729_20191028T143549_T19JHM,0.0,cloud-free,nolabel,1,POINT (-65.6818 -25.94607)
CESAR,ROI_11735,20200405T142729_20200405T143744_T20JKR,0.0,cloud-free,nolabel,1,POINT (-65.69673 -26.46782)
ANGIE,ROI_11736,20181225T143749_20181225T144653_T19HCE,0.0,cloud-free,high,NA,POINT (-70.80199 -32.32588)
CESAR,ROI_11739,20200218T143659_20200218T144453_T18HXD,0.0,cloud-free,nolabel,1,POINT (-72.87765 -37.41247)
JHOMIRA,ROI_1174,20190715T142801_20190715T142758_T20MMT,0.0,cloud-free,high,NA,POINT (-63.31977 -6.920796)
ANDREA,ROI_11740,20200521T144729_20200521T145605_T18HXD,0.0,cloud-free,scribble,NA,POINT (-73.37702 -37.90823)
CESAR,ROI_11742,20191122T142731_20191122T143647_T19GBR,0.0,cloud-free,nolabel,1,POINT (-72.03547 -40.38257)
CESAR,ROI_11743,20200121T142651_20200121T143638_T19GBQ,0.0,cloud-free,nolabel,1,POINT (-72.24788 -41.06453)
CESAR,ROI_11745,20191023T142731_20191023T143555_T18GYV,0.0,cloud-free,nolabel,1,POINT (-71.85662 -41.16893)
CESAR,ROI_11746,20190523T142041_20190523T142840_T19GDR,0.0,cloud-free,nolabel,1,POINT (-69.97844 -40.32289)
CESAR,ROI_11747,20200530T142741_20200530T143540_T19GDR,0.0,cloud-free,nolabel,1,POINT (-69.67282 -40.09191)
CESAR,ROI_11748,20200318T141731_20200318T142723_T19GDQ,0.0,cloud-free,nolabel,1,POINT (-69.36732 -41.16514)
JHOMIRA,ROI_1175,20200206T144701_20200206T144659_T20MKB,0.0,cloud-free,high,NA,POINT (-65.27673 -3.369357)
CESAR,ROI_11750,20190508T142049_20190508T142505_T19GDP,0.0,cloud-free,nolabel,1,POINT (-69.83682 -42.32027)
CESAR,ROI_11751,20190801T142041_20190801T142549_T19GCN,0.0,cloud-free,nolabel,1,POINT (-70.60455 -42.74517)
ANDREA,ROI_11752,20191023T142731_20191023T143555_T19GCN,0.0,cloud-free,scribble,NA,POINT (-71.00684 -43.16997)
JOSELYN,ROI_11753,20181217T142741_20181217T143739_T19GCN,0.0,cloud-free,high,NA,POINT (-71.06665 -42.77504)
ANDREA,ROI_11754,20181222T142749_20181222T143754_T18GYU,0.0,cloud-free,scribble,NA,POINT (-71.67035 -41.91791)
ANDREA,ROI_11755,20200121T142651_20200121T143638_T18GXS,0.0,cloud-free,scribble,NA,POINT (-72.73596 -43.6693)
CESAR,ROI_11756,20200408T143729_20200408T145124_T18GXS,0.0,cloud-free,nolabel,1,POINT (-72.97447 -43.96)
CESAR,ROI_11757,20190819T142759_20190819T143703_T18GXR,0.0,cloud-free,nolabel,1,POINT (-73.25028 -44.55624)
ANDREA,ROI_11758,20191023T142731_20191023T143555_T18GXR,0.0,cloud-free,scribble,NA,POINT (-72.77335 -44.97356)
CESAR,ROI_11759,20200408T143729_20200408T145124_T18GWQ,0.0,cloud-free,nolabel,1,POINT (-74.25637 -45.37614)
JHOMIRA,ROI_1176,20190614T145731_20190614T150221_T19MBM,0.0,cloud-free,high,NA,POINT (-71.25621 -7.899266)
CESAR,ROI_11760,20191023T142731_20191023T143555_T18GWP,0.0,cloud-free,nolabel,1,POINT (-73.75704 -46.59091)
CESAR,ROI_11762,20200227T141731_20200227T142443_T18GYN,0.0,cloud-free,nolabel,1,POINT (-71.96094 -47.61202)
CESAR,ROI_11763,20200505T142729_20200505T143745_T18GYN,0.0,cloud-free,nolabel,1,POINT (-71.90874 -47.23932)
CESAR,ROI_11764,20200626T141741_20200626T143200_T19GCH,0.0,cloud-free,high,NA,POINT (-71.23805 -47.66411)
CESAR,ROI_11766,20190912T141049_20190912T141444_T19GDH,0.0,cloud-free,nolabel,1,POINT (-69.85916 -47.23192)
CESAR,ROI_11767,20190819T142759_20190819T143703_T19GCL,0.0,cloud-free,nolabel,1,POINT (-70.43315 -44.66796)
CESAR,ROI_11768,20200215T142649_20200215T143542_T19GCM,0.0,cloud-free,nolabel,1,POINT (-70.35856 -43.7737)
CESAR,ROI_11769,20190423T142041_20190423T142840_T19GFP,0.0,cloud-free,nolabel,1,POINT (-67.41465 -42.04461)
CESAR,ROI_11770,20200623T141051_20200623T141903_T19GFQ,0.0,cloud-free,nolabel,1,POINT (-67.54871 -41.0012)
CESAR,ROI_11771,20190724T141059_20190724T142049_T19GGR,0.0,cloud-free,nolabel,1,POINT (-65.81222 -40.34533)
CESAR,ROI_11774,20200522T141739_20200522T142531_T19HGU,0.0,cloud-free,nolabel,1,POINT (-66.52022 -37.43859)
CESAR,ROI_11778,20200323T141739_20200323T142623_T20HKF,0.0,cloud-free,nolabel,1,POINT (-65.28299 -35.76173)
CESAR,ROI_11779,20190609T141051_20190609T141516_T20HKG,0.0,cloud-free,nolabel,1,POINT (-65.29794 -34.84502)
JHOMIRA,ROI_1178,20200727T135121_20200727T135118_T22MEV,0.0,cloud-free,high,NA,POINT (-50.70857 -4.81892)
ANGIE,ROI_11780,20190204T141049_20190204T142023_T20HMF,0.0,cloud-free,high,NA,POINT (-63.30047 -35.72442)
ANDREA,ROI_11783,20200320T141049_20200320T141518_T20HNH,0.0,cloud-free,scribble,NA,POINT (-62.57011 -34.15932)
CESAR,ROI_11784,20200526T140059_20200526T140422_T20HPF,0.0,cloud-free,nolabel,1,POINT (-61.04232 -35.53813)
CESAR,ROI_11785,20200319T135111_20200319T135108_T20HPE,0.0,cloud-free,nolabel,1,POINT (-61.0572 -36.38031)
CESAR,ROI_11786,20200508T135121_20200508T135927_T21HUA,0.0,cloud-free,nolabel,1,POINT (-58.75416 -35.58282)
ANDREA,ROI_11787,20190104T135111_20190104T135107_T21HUB,0.0,cloud-free,scribble,NA,POINT (-58.35922 -34.92704)
CESAR,ROI_11788,20200528T135121_20200528T135118_T21HVC,0.0,cloud-free,nolabel,1,POINT (-57.74805 -34.10711)
CESAR,ROI_11789,20200326T134211_20200326T134207_T21HVC,0.0,cloud-free,nolabel,1,POINT (-57.2636 -33.85369)
CESAR,ROI_1179,20190815T131249_20190815T131339_T23KMR,0.0,cloud-free,high,NA,POINT (-45.4177 -22.06883)
CESAR,ROI_11790,20191210T135111_20191210T135108_T21HVD,0.0,cloud-free,nolabel,1,POINT (-57.72573 -33.13083)
CESAR,ROI_11791,20200104T135109_20200104T135107_T21HUE,0.0,cloud-free,nolabel,1,POINT (-58.73935 -32.26624)
CESAR,ROI_11792,20200421T140051_20200421T140053_T21JTF,0.0,cloud-free,nolabel,1,POINT (-59.35791 -31.34947)
CESAR,ROI_11794,20200126T134201_20200126T134957_T21JWF,0.0,cloud-free,nolabel,1,POINT (-56.07863 -31.14832)
CESAR,ROI_11795,20200302T140051_20200302T140048_T21JUH,0.0,cloud-free,nolabel,1,POINT (-58.82135 -29.62036)
CESAR,ROI_11796,20200322T140051_20200322T140048_T21JUJ,0.0,cloud-free,nolabel,1,POINT (-58.39653 -28.69628)
CESAR,ROI_11797,20200421T140051_20200421T140053_T21JUK,0.0,cloud-free,nolabel,1,POINT (-58.41882 -27.80939)
CESAR,ROI_11798,20200418T135111_20200418T135756_T21JUK,0.0,cloud-free,nolabel,1,POINT (-58.21763 -27.40692)
ANDREA,ROI_11799,20190209T132239_20190209T132233_T22JGQ,0.0,cloud-free,scribble,NA,POINT (-48.67782 -27.82052)
JHOMIRA,ROI_1180,20200410T142731_20200410T142729_T19LHD,0.0,cloud-free,high,NA,POINT (-65.34919 -14.89339)
CESAR,ROI_11800,20200404T132229_20200404T132230_T22JGQ,0.0,cloud-free,nolabel,1,POINT (-48.77839 -27.32857)
CESAR,ROI_11801,20190813T132241_20190813T132236_T22KFV,0.0,cloud-free,nolabel,1,POINT (-49.27773 -23.26304)
CESAR,ROI_11802,20200313T133221_20200313T133220_T22KFA,0.0,cloud-free,nolabel,1,POINT (-49.24793 -22.13016)
CESAR,ROI_11804,20191031T135121_20191031T135115_T21KYR,0.0,cloud-free,nolabel,1,POINT (-54.80783 -21.95129)
CESAR,ROI_11805,20190325T135111_20190325T135516_T21KVP,0.0,cloud-free,nolabel,1,POINT (-57.13316 -23.8891)
ANDREA,ROI_11806,20191206T141041_20191206T141044_T20KPV,0.0,cloud-free,scribble,NA,POINT (-61.27699 -22.93884)
JOSELYN,ROI_11807,20191119T141741_20191119T142746_T20KNV,0.0,cloud-free,high,NA,POINT (-62.68568 -22.86062)
CESAR,ROI_11808,20190414T143759_20190414T144503_T19KET,0.0,cloud-free,nolabel,1,POINT (-68.73753 -20.06201)
CESAR,ROI_11809,20190805T144739_20190805T145617_T19LCD,0.0,cloud-free,nolabel,1,POINT (-70.01203 -14.62131)
JHOMIRA,ROI_1181,20200528T135121_20200528T135118_T22LCL,0.0,cloud-free,high,NA,POINT (-52.26686 -12.97277)
ANDREA,ROI_11810,20190812T143759_20190812T144504_T19LFE,0.0,cloud-free,scribble,NA,POINT (-67.64943 -14.32319)
ANDREA,ROI_11811,20190625T142801_20190625T142757_T20LNK,0.0,cloud-free,scribble,NA,POINT (-62.66327 -13.86847)
ANDREA,ROI_11812,20190727T142049_20190727T142045_T20LRL,0.0,cloud-free,scribble,NA,POINT (-59.96534 -12.92203)
CESAR,ROI_11814,20190828T141051_20190828T141047_T21LTG,0.0,cloud-free,nolabel,1,POINT (-58.97409 -12.45988)
CESAR,ROI_11815,20190808T141051_20190808T141050_T21LTG,0.0,cloud-free,nolabel,1,POINT (-58.95919 -12.08734)
CESAR,ROI_11816,20200527T141741_20200527T141741_T20LRM,0.0,cloud-free,nolabel,1,POINT (-59.89822 -12.03512)
CESAR,ROI_11817,20190617T142049_20190617T142044_T20LRN,0.0,cloud-free,nolabel,1,POINT (-59.92807 -11.17049)
CESAR,ROI_11818,20190727T142049_20190727T142045_T20LRP,0.0,cloud-free,nolabel,1,POINT (-59.93553 -10.64879)
JHOMIRA,ROI_1182,20200617T135121_20200617T135444_T21LZL,0.0,cloud-free,high,NA,POINT (-53.82506 -8.624079)
ANDREA,ROI_11820,20190813T141049_20190813T141052_T21LTH,0.0,cloud-free,scribble,NA,POINT (-59.01133 -11.1109)
CESAR,ROI_11821,20190912T141049_20190912T141444_T21LTH,0.0,cloud-free,nolabel,1,POINT (-58.9443 -11.56546)
CESAR,ROI_11823,20190902T141049_20190902T141147_T21LVH,0.0,cloud-free,nolabel,1,POINT (-57.13322 -11.55811)
CESAR,ROI_11824,20190609T141051_20190609T141516_T21LVH,0.0,cloud-free,nolabel,1,POINT (-57.20027 -11.05126)
ANDREA,ROI_11825,20190808T141051_20190808T141050_T21LTJ,0.0,cloud-free,scribble,NA,POINT (-58.99639 -10.26874)
CESAR,ROI_11826,20200626T141741_20200626T141741_T21LTK,0.0,cloud-free,nolabel,1,POINT (-59.26469 -9.284911)
ANDREA,ROI_11827,20200603T141051_20200603T141052_T21LUK,0.0,cloud-free,scribble,NA,POINT (-58.39273 -9.463801)
ANDREA,ROI_11828,20190714T141059_20190714T141055_T21LUL,0.0,cloud-free,scribble,NA,POINT (-58.50448 -8.837722)
CESAR,ROI_11829,20200626T141741_20200626T141741_T21LTL,0.0,cloud-free,nolabel,1,POINT (-59.1604 -8.360776)
JHOMIRA,ROI_1183,20200618T132241_20200618T132239_T23MQR,0.0,cloud-free,high,NA,POINT (-42.64539 -4.166618)
CESAR,ROI_11831,20200127T144701_20200127T144700_T20QPD,0.0,cloud-free,nolabel,1,POINT (-61.77272 17.02793)
CESAR,ROI_11834,20200412T155519_20200412T155521_T18QTJ,0.0,cloud-free,nolabel,1,POINT (-77.60657 20.92946)
CESAR,ROI_11835,20181222T160509_20181222T160507_T17QPE,0.0,cloud-free,nolabel,1,POINT (-79.71576 21.9282)
JOSELYN,ROI_11836,20191207T160509_20191207T160505_T17RMH,0.0,cloud-free,high,NA,POINT (-81.3182 24.7082)
CESAR,ROI_11837,20191215T160651_20191215T160836_T17RLP,0.0,cloud-free,nolabel,1,POINT (-82.25725 30.34274)
CESAR,ROI_11838,20200510T154911_20200510T155358_T18STF,0.0,cloud-free,nolabel,1,POINT (-77.80025 36.3796)
ANDREA,ROI_11839,20200510T154911_20200510T155358_T18STG,0.0,cloud-free,scribble,NA,POINT (-78.03884 37.31866)
JOSELYN,ROI_11840,20190116T155611_20190116T155730_T17SQC,0.0,cloud-free,high,NA,POINT (-78.02389 38.30254)
CESAR,ROI_11841,20191001T160049_20191001T160931_T18STJ,0.0,cloud-free,nolabel,1,POINT (-77.87486 39.39058)
CESAR,ROI_11843,20200617T155829_20200617T160623_T18TUM,0.0,cloud-free,nolabel,1,POINT (-76.93585 41.9842)
JOSELYN,ROI_11845,20190918T154919_20190918T154924_T18TVN,0.0,cloud-free,high,NA,POINT (-75.25138 42.92327)
ANDREA,ROI_11846,20200617T155829_20200617T160623_T18TVP,0.0,cloud-free,scribble,NA,POINT (-75.89241 43.66862)
CESAR,ROI_11847,20190411T154819_20190411T154927_T18TVP,0.0,cloud-free,nolabel,1,POINT (-75.25137 43.87729)
ANDREA,ROI_11848,20190708T155911_20190708T160744_T18TVQ,0.0,cloud-free,scribble,NA,POINT (-75.2812 44.78662)
ANGIE,ROI_11850,20190228T160211_20190228T160836_T17TQM,0.0,cloud-free,high,NA,POINT (-77.20417 46.42618)
CESAR,ROI_11851,20200717T155819_20200717T155958_T18TUT,0.0,cloud-free,nolabel,1,POINT (-76.60788 47.21621)
CESAR,ROI_11852,20200423T155911_20200423T155905_T18UUU,0.0,cloud-free,nolabel,1,POINT (-76.56304 48.1106)
ANDREA,ROI_11853,20191026T160341_20191026T160342_T17UQP,0.0,cloud-free,scribble,NA,POINT (-77.21903 48.14043)
CESAR,ROI_11854,20190601T160901_20190601T161838_T17UQP,0.0,cloud-free,nolabel,1,POINT (-77.93453 48.17022)
CESAR,ROI_11855,20200521T160829_20200521T161115_T17UQQ,0.0,cloud-free,nolabel,1,POINT (-77.94944 48.94534)
CESAR,ROI_11856,20200615T160911_20200615T161838_T17UPQ,0.0,cloud-free,nolabel,1,POINT (-78.48606 49.10926)
CESAR,ROI_11857,20200521T160829_20200521T161115_T17UPP,0.0,cloud-free,nolabel,1,POINT (-78.60529 48.39383)
CESAR,ROI_11858,20190527T160839_20190527T161127_T17UPP,0.0,cloud-free,nolabel,1,POINT (-78.85872 48.22986)
ANGIE,ROI_11859,20190112T161631_20190112T161629_T17UPP,0.0,cloud-free,high,NA,POINT (-79.24619 48.05099)
JOSELYN,ROI_11860,20181229T163701_20181229T163702_T17TMN,0.0,cloud-free,high,NA,POINT (-81.28829 47.2013)
JOSELYN,ROI_11862,20200614T163901_20200614T164131_T16UGV,0.0,cloud-free,high,NA,POINT (-83.98634 49.01991)
CESAR,ROI_11863,20190915T162911_20190915T163254_T16UGU,0.0,cloud-free,nolabel,1,POINT (-83.91175 48.24484)
